web-scraper-order,description_raw,price_raw,mileage_raw,fuel_type_raw,location_raw,price,mileage,fuel_type_Diesel,price_cat,mileage_cat,lat,lon
1733470882-34,VW Grand California 600 2.0 BI-TDI,CHF 69'000.–,12'000 km,Diesel,"Landstrasse 62, 5426 Lengnau",69000,12000,1,50000 - 99999,low,47.45178985595703,8.444846153259277
1733470887-36,VW Original VANAGON CAMPER Automat Hubdach küche,CHF 7'700.–,125'000 km,Benzin,2556 Schwadernau,7700,125000,0,0 - 19999,mid,47.5765380859375,8.314477920532227
1733470889-37,MERCEDES-BENZ 316 CDI,CHF 8'600.–,223'000 km,Diesel,"Riedackerweg 14, 8107 Buchs",8600,223000,1,0 - 19999,mid-high,46.774803161621094,7.615665435791016
1733470892-38,PEUGEOT Leichter Mototwagen,CHF 3'500.–,175'500 km,Diesel,"Kantonsstrasse 331, 3900 Gamsen",3500,175500,1,0 - 19999,mid,47.47664260864258,8.702418327331543
1733470895-39,CITROEN Wohnmobil,CHF 39'300.–,110'000 km,Diesel,"Zürcherstrasse 42, 5330 Bad Zurzach",39300,110000,1,20000 - 49999,mid,46.597469329833984,6.542710781097412
1733470899-40,NIESMANN + BISCHOFF iSmove 6.9 E,CHF 109'000.–,25'300 km,Diesel,"Bernstrasse 115, 3613 Steffisburg",109000,25300,1,100000 - 199999,low,47.54833221435547,8.849271774291992
1733470901-41,FIAT Adria Sun Living A70DK - ab MFK & Gasprüfung,CHF 49'900.–,20'552 km,Diesel,"Steigstrasse 26, 8406 Winterthur",49900,20552,1,20000 - 49999,low,47.523582458496094,7.711702823638916
1733470904-42,IVECO 35.10 turbo daily,CHF 3'900.–,192'000 km,Diesel,"Route de Sullens 9, 1303 Penthaz VD",3900,192000,1,0 - 19999,mid,47.272743225097656,8.43922233581543
1733470908-44,ADRIA Twin Sports 640 SGX (A256),CHF 88'900.–,10'000 km,Diesel,"Wannenweg 1, 4133 Pratteln",88900,10000,1,50000 - 99999,low,47.40155029296875,8.43859577178955
1733470918-48,SUN LIVING S65L,CHF 53'900.–,19'500 km,Diesel,"ROUTE DU GRANDVAL 10, 2744 BELPRAHON/MOUTIER",53900,19500,1,50000 - 99999,low,47.441410064697266,8.616898536682129
1733470922-50,MAURER Starliner 20,CHF 59'900.–,38'000 km,Diesel,"Lerchenweg 14. Oder Läufelfingen ramsachstrasse 26, 4538 Oberbipp",59900,38000,1,50000 - 99999,low,47.523582458496094,7.711702823638916
1733470933-53,FIAT 1.5Q 2.3TDI,CHF 5'500.–,119'000 km,Diesel,"Vorbuchenstrasse 13, 8303 Bassersdorf",5500,119000,1,0 - 19999,mid,47.08992385864258,8.253633499145508
1733470938-55,SUN LIVING S-SERIES S70 DF (A276),CHF 71'900.–,14'500 km,Diesel,"Wannenweg 1, 4133 Pratteln",71900,14500,1,50000 - 99999,low,47.54833221435547,8.849271774291992
1733470940-56,FIAT 18 2.8TD,CHF 11'300.–,96'000 km,Diesel,"Murtenstrasse 59, 1784 Courtepin (Kanton Freiburg)",11300,96000,1,0 - 19999,low-mid,47.255882263183594,8.845612525939941
1733470942-57,MERCEDES-BENZ Hymer,CHF 19'870.–,51'000 km,Diesel,"Bassersdorferstrasse 117, 8302 Kloten",19870,51000,1,0 - 19999,low-mid,47.50075149536133,8.767881393432617
1733470945-58,VW T5 2.5 TDI PD 4MOTION Camper Wohnmobil,CHF 21'800.–,184'000 km,Diesel,"Buzibachstrasse 47, 6023 Rothenburg",21800,184000,1,20000 - 49999,mid,47.25289535522461,9.001060485839844
1733470949-60,GLOBECAR,CHF 42'500.–,16'000 km,Diesel,"Lerchenweg 14. Oder Läufelfingen ramsachstrasse 26, 4538 Oberbipp",42500,16000,1,20000 - 49999,low,46.60051727294922,6.5255560874938965
1733470952-61,ROLLER TEAM Kronos 284 TL20,CHF 59'890.–,34'700 km,Diesel,"Hauptstrasse 70, 8546 Islikon",59890,34700,1,50000 - 99999,low,47.23344039916992,7.90991735458374
1733470956-63,VW California Oce. Lib 4M A,CHF 58'900.–,42'300 km,Diesel,"Ohrbühlstrasse 37, 8409 Winterthur",58900,42300,1,50000 - 99999,low,46.73106002807617,6.534222602844238
1733470958-64,VW Typ 2 Reimo Hochdach,CHF 19'900.–,169'580 km,Benzin,"Breitenstrasse 1, 8725 Gebertingen",19900,169580,0,0 - 19999,mid,47.31846237182617,9.172804832458496
1733470961-65,VW T6.1 California 2.0 TDI Ocean Liberty 4Motion,CHF 71'900.–,21'000 km,Diesel,"St. Gallerstrasse 99, 9032 Engelburg",71900,21000,1,50000 - 99999,low,47.09516906738281,7.561470985412598
1733470963-66,FIAT Pilote G740 C,CHF 72'900.–,36'000 km,Diesel,"Rte de Gollion 15, 1305 Penthalaz",72900,36000,1,50000 - 99999,low,47.54833221435547,8.849271774291992
1733470965-67,LAIKA,CHF 23'900.–,163'290 km,Diesel,"Tannbachstrasse 2, 6264 Pfaffnau",23900,163290,1,20000 - 49999,mid,46.965248107910156,8.383917808532715
1733470968-68,VW T4 california,CHF 17'000.–,300'000 km,Diesel,"schwarzenburgstrasse 844, 3145 Niederscherli-Bern",17000,300000,1,0 - 19999,mid-high,46.955711364746094,9.570183753967285
1733470970-69,CHALLENGER 620,CHF 22'500.–,139'890 km,Diesel,1350 Orbe,22500,139890,1,20000 - 49999,mid,47.382022857666016,8.666350364685059
1733470973-70,DETHLEFFS Fiat 3L Iveco,CHF 59'800.–,57'000 km,Diesel,"Dorf 10, 9127 St. Peterzell",59800,57000,1,50000 - 99999,low-mid,47.523582458496094,7.711702823638916
1733470977-72,ROLLER TEAM Zefiro 285 TL15,CHF 64'890.–,31'300 km,Diesel,"Hauptstrasse 70, 8546 Islikon",64890,31300,1,50000 - 99999,low,46.71854782104492,6.959683418273926
1733470982-73,MERCEDES-BENZ 312D Kaiser,CHF 21'800.–,154'000 km,Diesel,"Rieden 10, 6370 Stans",21800,154000,1,20000 - 49999,mid,46.62849044799805,7.060698986053467
1733470988-75,FIAT i675,CHF 30'000.–,111'000 km,Diesel,"Industriestrasse 6, 8604 Volketswil",30000,111000,1,20000 - 49999,mid,46.8519401550293,6.990228176116943
1733470991-76,SUN LIVING V-SERIES V60 SP TenTop (A245),CHF 65'900.–,22'000 km,Diesel,"Wannenweg 1, 4133 Pratteln",65900,22000,1,50000 - 99999,low,46.82259750366211,7.301876544952393
1733470993-77,FIAT 290 / 14,CHF 4'800.–,151'000 km,Diesel,"Murtenstrasse 59, 1784 Courtepin (Kanton Freiburg)",4800,151000,1,0 - 19999,mid,46.222537994384766,7.293209552764893
1733470995-78,VW T6.1 California 2.0 TDI Ocean Liberty 4Motion,CHF 69'000.–,98'000 km,Diesel,"Route de la Gare 62, 1690 Villaz-St-Pierre",69000,98000,1,50000 - 99999,low-mid,47.18832778930664,7.554986000061035
1733470998-79,VW Cali. BiTDI Oce. Lib 4M A,CHF 79'900.–,12'300 km,Diesel,"Rue de Vuippens 57, 1630 Bulle",79900,12300,1,50000 - 99999,low,47.31846237182617,9.172804832458496
1733471000-80,MERCEDES-BENZ Sprinter 212 D,CHF 7'999.–,40'000 km,Diesel,"schwarzenburgstrasse 844, 3145 Niederscherli-Bern",7999,40000,1,0 - 19999,low,47.54833221435547,8.849271774291992
1733471003-81,FIAT KNAUS célébrât 650meg,CHF 41'900.–,182'000 km,Diesel,"Rue Centrale 7, 1563 Dompierre FR",41900,182000,1,20000 - 49999,mid,46.955711364746094,9.570183753967285
1733471005-82,VW Cali. TDI Bea.Ed. Sp. A,CHF 67'000.–,14'300 km,Diesel,"Spisi 9, 1714 Heitenried",67000,14300,1,50000 - 99999,low,47.31379699707031,8.796833038330078
1733471007-83,FIAT challenger trigano,CHF 17'990.–,224'000 km,Diesel,"Rue Du Levant 21, 1963 Vétroz",17990,224000,1,0 - 19999,mid-high,47.31379699707031,8.796833038330078
1733471010-84,FIAT Ducato 15Q 2.8 JTD,CHF 19'500.–,115'000 km,Diesel,"gewerbestrasse 16, 4562 Biberist",19500,115000,1,0 - 19999,mid,47.070011138916016,7.203824520111084
1733471017-86,TOYOTA 4x4 Untersetzung,CHF 34'800.–,16'700 km,Benzin,"Dorf 10, 9127 St. Peterzell",34800,16700,0,20000 - 49999,low,47.070011138916016,7.203824520111084
1733471019-87,ROLLER TEAM Kronos 265 TL7,CHF 62'870.–,38'850 km,Diesel,"Hauptstrasse 70, 8546 Islikon",62870,38850,1,50000 - 99999,low,47.070011138916016,7.203824520111084
1733471023-88,SUNLIGHT Adventure T Ford 680,CHF 68'000.–,20'000 km,Diesel,"Obermühleweg 5, 7302 Landquart",68000,20000,1,50000 - 99999,low,47.03178024291992,8.624926567077637
1733471032-92,VW T4 California,CHF 21'900.–,136'000 km,Diesel,"Burrirain 56a, 2575 Täuffelen",21900,136000,1,20000 - 49999,mid,47.56602096557617,9.091235160827637
1733471037-93,VW transporter,CHF 13'900.–,188'000 km,Diesel,"Rue Centrale 7, 1563 Dompierre FR",13900,188000,1,0 - 19999,mid,47.60587692260742,8.68687629699707
1733471039-94,VW California 4x4 Klima,CHF 25'900.–,179'000 km,Benzin,"Burrirain 56a, 2575 Täuffelen",25900,179000,0,20000 - 49999,mid,47.570777893066406,7.576108455657959
1733471041-95,VW California,CHF 13'500.–,238'500 km,Diesel,"Burrirain 56a, 2575 Täuffelen",13500,238500,1,0 - 19999,mid-high,47.40155029296875,8.43859577178955
1733471044-96,MERCEDES-BENZ Marco Polo Horizon 250 d 4Matic 7G-Tronic,CHF 44'000.–,167'500 km,Diesel,"Riedmattli 5, 6423 Seewen",44000,167500,1,20000 - 49999,mid,47.23579025268555,7.236842155456543
1733471046-97,VW T5 California 2.0 TDI Beach Last Edition,CHF 39'900.–,58'500 km,Diesel,"via ala Campagna, 6593 Cadenazzo",39900,58500,1,20000 - 49999,low-mid,47.31379699707031,8.796833038330078
1733471049-98,CARADO T447 Pro Automat,CHF 78'500.–,12'000 km,Diesel,"Linth-Escherstr. 5a/ 2. OCC Platz Hauptstrasse 61, 8865 Bilten",78500,12000,1,50000 - 99999,low,47.09998321533203,8.672536849975586
1733471051-99,FIAT Camping-car,CHF 8'000.–,95'000 km,Diesel,"Rte d'Autigny 4, 1744 Chénens",8000,95000,1,0 - 19999,low-mid,47.10284423828125,8.376439094543457
1733471053-100,"MERCEDES-BENZ 312D ***mit el. Hubbett(Längsbett), Sondermodel***",CHF 29'900.–,40'000 km,Diesel,"Brunnenwiesenstrasse 8, 8570 Weinfelden",29900,40000,1,20000 - 49999,low,47.54833221435547,8.849271774291992
1733471056-101,DETHLEFFS Just Camp T 6812 EB auf Basis Citroen Jumper,CHF 82'600.–,10'000 km,Diesel,"Gewerbestrasse 1, 8451 Kleinandelfingen",82600,10000,1,50000 - 99999,low,47.47590255737305,9.550376892089844
1733471058-102,VW Westfalia,CHF 14'900.–,119'499 km,Benzin,"Voltastrasse 89, 4056 Basel",14900,119499,0,0 - 19999,mid,47.56113815307617,9.13205337524414
1733471063-104,MERCEDES-BENZ Marco Polo 300 d 4M A,CHF 88'000.–,20'000 km,Diesel,"Goldschlägistrasse 19, 8952 Schlieren",88000,20000,1,50000 - 99999,low,47.31846237182617,9.172804832458496
1733471066-105,FIAT Pössl,CHF 49'900.–,16'000 km,Diesel,"Clos là Outre 28, 2732 Loveresse",49900,16000,1,20000 - 49999,low,47.31846237182617,9.172804832458496
1733471068-106,VW T6.1 California Ocean,CHF 53'900.–,86'223 km,Diesel,"Grubenstrasse 24, 8620 Wetzikon",53900,86223,1,50000 - 99999,low-mid,47.26015853881836,8.858055114746094
1733471071-107,ROLLER TEAM Liv DUO 2024,CHF 64'900.–,25'800 km,Diesel,"Landstrasse 10, 6418 Rothenthurm",64900,25800,1,50000 - 99999,low,46.2071647644043,9.038201332092285
1733471073-108,DETHLEFFS Globebus 11,CHF 39'800.–,43'100 km,Diesel,"Oberfeld 2, 6037 Root",39800,43100,1,20000 - 49999,low,47.39076232910156,8.668862342834473
1733471076-109,ROLLER TEAM 284 M2,CHF 52'890.–,37'700 km,Diesel,"Hauptstrasse 70, 8546 Islikon",52890,37700,1,50000 - 99999,low,47.24024963378906,9.50187873840332
1733471078-110,OPEL Vivaro B 16 CDTi Camper Van,CHF 27'500.–,184'822 km,Diesel,"Buechbergstrasse 10, 9422 Staad SG",27500,184822,1,20000 - 49999,mid,47.36935806274414,8.42248249053955
1733471081-111,FIAT Bürstner T600 Harmony,CHF 21'900.–,128'000 km,Diesel,"Oberfeldstrasse 13, 8570 Weinfelden",21900,128000,1,20000 - 49999,mid,46.25091552734375,7.00229549407959
1733471083-112,MERCEDES-BENZ 310 4x4 Untersetzung,CHF 35'600.–,38'000 km,Benzin,"Dorf 10, 9127 St. Peterzell",35600,38000,0,20000 - 49999,low,47.03029251098633,8.294075012207031
1733471088-113,LAND ROVER DEFENDER 110 TD5 Wohnkabine,CHF 57'900.–,134'000 km,Diesel,"Dorf 10, 9127 St. Peterzell",57900,134000,1,50000 - 99999,mid,47.31846237182617,9.172804832458496
1733471096-116,MIRAGE Fiat Ducato,CHF 27'900.–,129'900 km,Diesel,"Via San Gottardo 106, 6500 Bellinzona",27900,129900,1,20000 - 49999,mid,47.45183181762695,8.701164245605469
1733471099-117,VW T2,CHF 14'600.–,55'043 km,Benzin,"Juchstrasse 25, 8604 Volketswil",14600,55043,0,0 - 19999,low-mid,47.382022857666016,8.666350364685059
1733471103-118,VW Hymer Cape Town  Lady Camper,CHF 35'000.–,207'000 km,Diesel,"Sennwalder str 34, 9465 Salez",35000,207000,1,20000 - 49999,mid-high,47.741600036621094,8.709936141967773
1733471105-119,VW T6.1 California 2.0 Bi-TDI Ocean Liberty 4Motion,CHF 75'500.–,15'500 km,Diesel,"Bergermoosstrasse 10, 8902 Urdorf",75500,15500,1,50000 - 99999,low,47.15397644042969,7.59208869934082
1733471107-120,FORD Challenger 264,CHF 54'900.–,46'500 km,Diesel,"Rte du Grand-St-Bernard 17, 1880 Bex",54900,46500,1,50000 - 99999,low,47.594444274902344,8.948468208312988
1733471113-122,VW T4,CHF 12'900.–,224'569 km,Diesel,"Werkstrasse 4, 6010 Kriens",12900,224569,1,0 - 19999,mid-high,47.54833221435547,8.849271774291992
1733471115-123,IVECO 4x4 Offroader,CHF 34'800.–,11'800 km,Diesel,"Dorf 10, 9127 St. Peterzell",34800,11800,1,20000 - 49999,low,47.31379699707031,8.796833038330078
1733471117-124,MERCEDES-BENZ 311CDI,CHF 10'500.–,203'000 km,Diesel,"Schwarzenburgstrasse 844, 3145 Bern",10500,203000,1,0 - 19999,mid-high,47.414920806884766,8.382509231567383
1733471120-125,MERCEDES-BENZ 316CDI Ahorn Camp M 730,CHF 35'990.–,123'000 km,Diesel,"Hauptstrasse 87-89b & Voreimatt 99, 4492 Tecknau",35990,123000,1,20000 - 49999,mid,47.523582458496094,7.711702823638916
1733471123-126,HYMER Hymermobil,CHF 16'990.–,73'000 km,Diesel,8310 Kemptthal,16990,73000,1,0 - 19999,low-mid,47.60587692260742,8.68687629699707
1733471125-127,HYMER FIAT WLT 3.0M JET/35,CHF 35'990.–,33'000 km,Diesel,"Industriestrasse 6, 8604 Volketswil",35990,33000,1,20000 - 49999,low,47.21744155883789,7.783696174621582
1733471130-129,SUNLIGHT V66 mit Einzelbett!,CHF 59'777.–,42'190 km,Diesel,"Hauptstrasse 216, 4565 Recherswil",59777,42190,1,50000 - 99999,low,47.467018127441406,9.58243179321289
1733471134-130,VW T5 California 2.0 TDI Beach Travel,CHF 28'900.–,129'300 km,Diesel,"Hauptstrasse 3, 8505 Pfyn/TG",28900,129300,1,20000 - 49999,mid,47.31846237182617,9.172804832458496
1733471138-131,DETHLEFFS Just T7052 EB,CHF 59'000.–,19'900 km,Diesel,"Staatsstrasse 49, 9437 Marbach",59000,19900,1,50000 - 99999,low,47.02757263183594,7.242457866668701
1733471143-132,ROLLER TEAM Zefiro 285 TL13,CHF 61'980.–,26'980 km,Diesel,"Hauptstrasse 70, 8546 Islikon",61980,26980,1,50000 - 99999,low,47.040523529052734,8.134263038635254
1733471145-133,"VW Kastenwagen mit festem Hochdach, großem Fahrkomfort und Dusche",CHF 53'900.–,64'250 km,Diesel,"Grubenstrasse 24, 8620 Wetzikon",53900,64250,1,50000 - 99999,low-mid,47.04475021362305,8.191388130187988
1733471150-135,FIAT Ducato 290/14,CHF 19'900.–,90'900 km,Diesel,"Grubenstrasse 7, 8957 Spreitenbach",19900,90900,1,0 - 19999,low-mid,47.31379699707031,8.796833038330078
1733471152-136,SUN LIVING A-SERIES A75 SL (A248),CHF 76'900.–,20'000 km,Diesel,"Wannenweg 1, 4133 Pratteln",76900,20000,1,50000 - 99999,low,47.31379699707031,8.796833038330078
1733471155-137,KNAUS Sky TI 700 MG auf Basis Fiat Ducato,CHF 54'400.–,39'500 km,Diesel,"Gewerbestrasse 1, 8451 Kleinandelfingen",54400,39500,1,50000 - 99999,low,47.31379699707031,8.796833038330078
1733471157-138,MERCEDES-BENZ Marco Polo 220 d  Trend Automat,CHF 62'800.–,12'900 km,Diesel,"Kühlhausstrasse 2, 4900 Langenthal",62800,12900,1,50000 - 99999,low,47.31379699707031,8.796833038330078
1733471160-139,MERCEDES-BENZ Marco Polo 300 d 4M Automat,CHF 103'900.–,10'000 km,Diesel,"Stauffacherstrasse 145, 3000 Bern 22",103900,10000,1,100000 - 199999,low,47.31379699707031,8.796833038330078
1733471162-140,VW 2.0 TDI MareMonti SURF Camper 5Sitze,CHF 36'900.–,88'000 km,Diesel,"Thalerstrasse 46a, 9424 Rheineck",36900,88000,1,20000 - 49999,low-mid,47.523582458496094,7.711702823638916
1733471165-141,MERCEDES-BENZ Vario 4x4,CHF 43'500.–,29'000 km,Diesel,"Dorf 10, 9127 St. Peterzell",43500,29000,1,20000 - 49999,low,47.467018127441406,9.58243179321289
1733471167-142,VW T6 California 2.0 Bi-TDI Ocean 4Motion,CHF 56'000.–,82'000 km,Diesel,"Gimmerz 54, 3283 Kallnach",56000,82000,1,50000 - 99999,low-mid,47.47590255737305,9.550376892089844
1733471170-143,CONCORDE Centurion 910 LI,CHF 332'000.–,23'000 km,Diesel,"Mittler-Langnau 1, 6105 Schachen LU",332000,23000,1,200000 - 499999,low,47.0927734375,8.318682670593262
1733471175-145,RENAULT MASTER,CHF 28'999.–,138'000 km,Diesel,"Felsenaustrasse 15 / Raschärenstrasse 23, 7000 Chur",28999,138000,1,20000 - 49999,mid,46.73106002807617,6.534222602844238
1733471177-146,"VW T6.1 California Ocean Edition 4Motion Camper mit fester Küche, elektrischem Aufstelldach und Standheizung",CHF 63'900.–,80'164 km,Diesel,"Grubenstrasse 24, 8620 Wetzikon",63900,80164,1,50000 - 99999,low-mid,47.04475021362305,8.191388130187988
1733471185-149,VW T6.1 California Ocean,CHF 54'900.–,86'148 km,Diesel,"Grubenstrasse 24, 8620 Wetzikon",54900,86148,1,50000 - 99999,low-mid,47.741600036621094,8.709936141967773
1733471188-150,VW T6.1 California Beach EDITION_4X4,CHF 59'900.–,63'362 km,Diesel,"Grubenstrasse 24, 8620 Wetzikon",59900,63362,1,50000 - 99999,low-mid,47.54833221435547,8.849271774291992
1733471190-151,SUN LIVING S-SERIES S72 DL (A260),CHF 73'900.–,17'500 km,Diesel,"Wannenweg 1, 4133 Pratteln",73900,17500,1,50000 - 99999,low,47.741600036621094,8.709936141967773
1733471195-152,VW 2.0 TDI 105 PS MareMonti SURF Camper 6Sitze,CHF 36'899.–,72'000 km,Diesel,"Thalerstrasse 46a, 9424 Rheineck",36899,72000,1,20000 - 49999,low-mid,47.23344039916992,7.90991735458374
1733471200-154,VW T6 California 2.0 Bi-TDI Ocean 4Motion,CHF 67'900.–,48'501 km,Diesel,"Buholzstrasse 40, 6032 Emmen",67900,48501,1,50000 - 99999,low,46.20896911621094,9.038769721984863
1733471203-155,VW Cal. BiTDI Oce.Ed.Lib 4MA,CHF 77'899.–,30'000 km,Diesel,"Murtenstrasse 112, 3202 Frauenkappelen  ( Bern)",77899,30000,1,50000 - 99999,low,47.54833221435547,8.849271774291992
1733471205-156,CARADO,CHF 52'500.–,12'890 km,Diesel,1350 Orbe,52500,12890,1,50000 - 99999,low,47.467018127441406,9.58243179321289
1733471210-158,TOYOTA Hiace /  Schlafmobil,CHF 19'999.–,52'500 km,Diesel,"Botzen 14, 8416 Flaach (bei Winterthur)",19999,52500,1,0 - 19999,low-mid,47.25289535522461,9.001060485839844
1733471212-159,FIAT 230/18,CHF 16'500.–,142'984 km,Diesel,"Niderämterstrasse 39, 4657 Dulliken",16500,142984,1,0 - 19999,mid,47.51407241821289,8.693832397460938
1733471215-160,"RAPIDO V62 640 SPEZIAL 2,3 DIESEL 9G-AUTOMAT FIAT DUCATO MJ 160",CHF 62'997.–,21'459 km,Diesel,"Zollstrasse 33, 8240 Thayngen(SH)",62997,21459,1,50000 - 99999,low,47.341331481933594,8.807897567749023
1733471217-161,ROLLER TEAM Livingstone Duo Advance L12,CHF 52'970.–,57'600 km,Diesel,"Hauptstrasse 70, 8546 Islikon",52970,57600,1,50000 - 99999,low-mid,47.0927734375,8.318682670593262
1733471220-162,"CITROEN JUMPY 1,6 HDI DIESEL",CHF 14'997.–,169'985 km,Diesel,"Zollstrasse 33, 8240 Thayngen(SH)",14997,169985,1,0 - 19999,mid,47.38629913330078,8.133002281188965
1733471222-163,DETHLEFFS EG-DF002,CHF 13'900.–,183'000 km,Diesel,"Tannbachstrasse 2, 6264 Pfaffnau",13900,183000,1,0 - 19999,mid,47.458194732666016,8.346111297607422
1733471225-164,ITINEO MB 740 Fiat,CHF 49'990.–,16'000 km,Diesel,"Chemin des Eglantines 6, 1214 Vernier",49990,16000,1,20000 - 49999,low,47.334293365478516,8.798748016357422
1733471228-165,ADRIA TWIN PLUS 640 SLB,CHF 71'190.–,14'000 km,Diesel,"Via San Gottardo 120, 6500 Bellinzona",71190,14000,1,50000 - 99999,low,47.54833221435547,8.849271774291992
1733471230-166,ETRUSCO T6900 SB E1,CHF 66'780.–,14'500 km,Diesel,"Hauptstrasse 70, 8546 Islikon",66780,14500,1,50000 - 99999,low,47.04475021362305,8.191388130187988
1733471232-167,VW VW T6 2.0 TDI MAREMONTI COMFORT CAMPER 5SITZE,CHF 42'900.–,65'000 km,Diesel,"Thalerstrasse 46a, 9424 Rheineck",42900,65000,1,20000 - 49999,low-mid,47.04475021362305,8.191388130187988
1733471235-168,MERCEDES-BENZ Marco Polo 250 d 7G-Tronic,CHF 54'500.–,102'000 km,Diesel,"Il Stutz 15, 7018 Flims Waldhaus",54500,102000,1,50000 - 99999,mid,47.04475021362305,8.191388130187988
1733471237-169,FORD Nugget Trend L1,CHF 58'000.–,21'500 km,Diesel,"Breitenstrasse 1, 8725 Gebertingen",58000,21500,1,50000 - 99999,low,47.04475021362305,8.191388130187988
1733471239-170,RIMOR Evo 95   Längsbetten,CHF 64'900.–,16'000 km,Diesel,"Riedhofstrasse 57, 8408 Winterthur",64900,16000,1,50000 - 99999,low,46.8880729675293,8.614900588989258
1733471242-171,WEINSBERG 631,CHF 21'990.–,82'400 km,Diesel,"Pfäffikerstrasse 28, 8331 Auslikon",21990,82400,1,20000 - 49999,low-mid,47.25289535522461,9.001060485839844
1733471247-172,OPEL VIVARO,CHF 8'900.–,252'672 km,Diesel,"Buholzstrasse 40, 6032 Emmen",8900,252672,1,0 - 19999,mid-high,47.25289535522461,9.001060485839844
1733471250-173,VW T6 California 2.0 Bi-TDI Beach Liberty 4Motion,CHF 33'800.–,192'000 km,Diesel,"Korbackerweg 27, 5502 Hunzenschwil AG",33800,192000,1,20000 - 49999,mid,46.60606384277344,7.072765827178955
1733471252-174,MERCEDES-BENZ Marco Polo 300 d 4M Automat,CHF 76'900.–,60'000 km,Diesel,"Otelfingerstrasse 44, 5430 Wettingen",76900,60000,1,50000 - 99999,low-mid,47.47664260864258,8.702418327331543
1733471255-175,MERCEDES-BENZ Marco Polo 300 d 4M Automat,CHF 89'900.–,27'000 km,Diesel,"Industriestrasse 11, 8620 Wetzikon",89900,27000,1,50000 - 99999,low,47.00143051147461,7.273756980895996
1733471259-176,ETRUSCO V 6.6 SF V1,CHF 56'880.–,25'800 km,Diesel,"Hauptstrasse 70, 8546 Islikon",56880,25800,1,50000 - 99999,low,47.21332931518555,8.564812660217285
1733471261-177,DETHLEFFS Advantage I 7051 EB,CHF 34'900.–,160'999 km,Diesel,"Eistrasse 1, 6102 Malters",34900,160999,1,20000 - 49999,mid,47.467018127441406,9.58243179321289
1733471264-178,SUNLIGHT Capron I69S,CHF 49'900.–,106'000 km,Diesel,"Eistrasse 1, 6102 Malters",49900,106000,1,20000 - 49999,mid,46.838157653808594,6.865045547485352
1733471268-180,DETHLEFFS Trend I 7057DBM,CHF 47'500.–,110'000 km,Diesel,"Eistrasse 1, 6102 Malters",47500,110000,1,20000 - 49999,mid,46.74657440185547,7.642361640930176
1733471271-181,FORD Transit C Nugget 320 L1 2.0 TDCi 185 Aufstelldach,CHF 49'500.–,39'000 km,Diesel,"Grossriedstrasse 13, 6462 Seedorf",49500,39000,1,20000 - 49999,low,46.76424026489258,6.64890193939209
1733471273-182,VW T6 California 2.0 TDI Beach,CHF 34'900.–,153'500 km,Diesel,"Breitenstrasse 1, 8725 Gebertingen",34900,153500,1,20000 - 49999,mid,47.467018127441406,9.58243179321289
1733471275-183,VW Camper Multivan,CHF 42'900.–,104'700 km,Diesel,"Breitenstrasse 1, 8725 Gebertingen",42900,104700,1,20000 - 49999,mid,46.93598937988281,8.275261878967285
1733471278-184,FIAT Ducato 280 / 14,CHF 2'990.–,190'000 km,Diesel,"Route de la Parqueterie 23, 1635 La Tour-de-Trême",2990,190000,1,0 - 19999,mid,46.15255355834961,8.952432632446289
1733471283-186,AHORN Van 620,CHF 51'900.–,36'000 km,Diesel,"Sahlimatte 200, 3036 Detligen",51900,36000,1,50000 - 99999,low,46.15255355834961,8.952432632446289
1733471285-187,MERCEDES-BENZ Sprinter Camper L3 H2,CHF 84'000.–,190'000 km,Diesel,"Ruessenstrasse 11, 6340 Baar",84000,190000,1,50000 - 99999,mid,47.05879211425781,7.230997562408447
1733471290-189,FORD Econoline Van Midway,CHF 9'999.–,125'000 km,Benzin,"La Guérite 60, 1541 Sévaz",9999,125000,0,0 - 19999,mid,46.88613510131836,7.635671138763428
1733471292-190,MERCEDES-BENZ Sprinter CAMPER 413 CDI 4x4,CHF 49'900.–,26'000 km,Diesel,"Via serta 14, 6814 Lamone (Ticino)",49900,26000,1,20000 - 49999,low,47.21744155883789,7.783696174621582
1733471294-191,VW T6 California 2.0 TDI Beach 4Motion,CHF 51'900.–,43'850 km,Diesel,"Staatsstrasse 156, 3626 Hünibach",51900,43850,1,50000 - 99999,low,47.56113815307617,9.13205337524414
1733471300-192,VW T6 California 2.0 TDI Beach Liberty 4Motion,CHF 29'900.–,285'000 km,Diesel,"Route de Lausanne 22, 1400 Yverdon-les-bains",29900,285000,1,20000 - 49999,mid-high,46.20896911621094,9.038769721984863
1733471302-193,VW VW T6 2.0 TDI 150kw 4Motion DSG MareMonti SURF Camper 6Sitze,CHF 45'900.–,16'000 km,Diesel,"Thalerstrasse 46a, 9424 Rheineck",45900,16000,1,20000 - 49999,low,47.52054214477539,8.79157543182373
1733471307-195,BÜRSTNER Argos A 747 Alde Heizung - Anhängerkupplung- Klima,CHF 47'900.–,101'000 km,Diesel,"via san gottardo 38, 6593 cadenazzo",47900,101000,1,20000 - 49999,mid,47.22997283935547,7.653196334838867
1733471310-196,FIAT mit Aufbau zum Ausbauen,CHF 27'880.–,16'000 km,Diesel,"Sinserstrasse 400, 6330 Cham ZG",27880,16000,1,20000 - 49999,low,47.26013946533203,8.240265846252441
